"STATION","NAME","DATE","TMAX","TMIN"
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","2018-11-30","59","28"
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","2018-12-01","60","33"
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","2018-12-02",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","2018-12-03","57","43"
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","2018-12-04","54","50"
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","2018-12-05","54","48"
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","2018-12-06","62","48"
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","2018-12-07",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","2018-12-08","62","20"
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","2018-12-09","53","20"
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","2018-12-10",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","2018-12-11","58","36"
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","2018-12-12","62","49"
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","2018-12-13","64","46"
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","2018-12-14","60","51"
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","2018-12-15","60","44"
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","2018-12-16","61","44"
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","2018-12-17","61","42"
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","2018-12-18",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","2018-12-19",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","2018-12-20","63","36"
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","2018-12-21","63","36"
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","2018-12-22","63","36"
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","2018-12-23","63","36"
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","2018-12-24",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","2018-12-25",,
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","2018-12-26","63","36"
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","2018-12-27","62","36"
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","2018-12-28","61","37"
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","2018-12-29","61","37"
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","2018-12-30","61","37"
"USC00047767","SAN FRANCISCO OCEANSIDE, CA US","2018-12-31","61","37"
